12375,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12376,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12377,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12378,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12379,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12380,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12381,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12382,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12383,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12384,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12386,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12387,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12388,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12389,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12390,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12391,-0.00034,1e-05,0,0.00026,0.00026,3e-05,-0.00018,-0.00019,3,25
12392,0.00033,-0.00016,4e-05,0.00022,0.00033,0.00011,-0.0003,-4e-05,3,25
12393,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12394,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12395,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12396,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12397,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12398,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12399,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12400,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12401,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12402,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12403,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12404,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12405,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12406,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12407,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12408,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12409,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12410,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12411,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
12412,-0.00035,-0.00042,-0.00013,-0.00012,-0.00019,7e-05,0.00046,0.0002,3,25
