4711,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4712,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4713,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4714,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4715,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4716,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4717,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4718,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4719,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4720,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4721,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4722,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4723,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4724,0,2e-05,7e-05,-6e-05,3e-05,-3e-05,-0.0002,-5e-05,2,19
4725,-3e-05,2e-05,-4e-05,5e-05,-7e-05,9e-05,0.0004,5e-05,2,19
4726,0,1e-05,9e-05,2e-05,4e-05,4e-05,8e-05,-5e-05,2,19
4727,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4728,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4729,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4730,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4731,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4732,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4733,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4734,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4735,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
4736,-6e-05,-6e-05,-0.0001,-0.00012,-0.00016,-2e-05,-0.00013,0,2,19
